ItemNo,Item Status,ItemName,Material,PatentInfo,CatalogDescription,MaterialDescPatent,ColorList,CatalogSize,ImprintTextAll,PackagingAndWeight,PackagingDetails,CatalogWeight,Disclaimers,Batteries,CatalogRuncharges,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5
SM-3266,Inline,Magnetic Memo Holder / Clip,Polystyrene,,"Reliable memo clip features a heavy-duty spring-loaded hinge, magnet on back and rubberized grip.","Polystyrene. Reliable memo clip features a heavy-duty spring-loaded hinge, magnet on back and rubberized grip.","Black, Silver, Translucent Blue, Translucent Green, Translucent Orange, Translucent Purple, Translucent Red, White w/ Black Trim, White w/ Red Trim, White w/ Translucent Blue Trim or White w/ Translucent Green Trim","1.75"" H x 1.25"" W x 3.375"" L","ColorPrint: 1/2"" H x 1-1/4"" W (1 color only)
ColorBLAST: 1/2"" H x 1-1/4"" W (multi-color)","Individually polybagged / 21 lbs. per case of 200
Run Charge: Level 1",Individually polybagged,Individually polybagged / 21 lbs. per case of 200,,, Level 1,500,1500,2500,3750,5000,1.18 ,1.05 ,0.92 ,0.78 ,0.65 
SM-3267,Inline,Jumbo Magnetic Memo Holder / Clip,Polystyrene,,Heavy-duty spring-loaded hinge. Magnetic back. Rubberized grip.,Polystyrene. Heavy-duty spring-loaded hinge. Magnetic back. Rubberized grip.,"Black, Silver, Translucent Blue, Translucent Green, Translucent Red, White w/ Black Trim or White w/ Blue Trim","1.5"" H x 2"" W x 2.875"" L","ColorPrint: 1-1/4"" H x 1-3/8"" W (1 color only)
ColorBLAST: 1-1/4"" H x 1-3/8"" W (multi-color)","Individually polybagged / 20 lbs. per case of 150
Run Charge: Level 1",Individually polybagged,Individually polybagged / 20 lbs. per case of 150,,, Level 1,300,775,1250,1875,2500,1.50 ,1.37 ,1.23 ,1.09 ,0.95 
SM-3272,Inline,6-in-1 Card Reader,Plastic,,"USB 2.0 multi-card reader accommodates SD, SD-Ultra, SDHC, MMC, RS-MMC and HS-MMC. Plug and play capability. Compatible with any USB port.","Plastic. USB 2.0 multi-card reader accommodates SD, SD-Ultra, SDHC, MMC, RS-MMC and HS-MMC. Plug and play capability. Compatible with any USB port.","Black, Silver or Translucent Blue","2.75"" H x 1.125"" W","ColorPrint front-with light: 3/8"" H x 5/8"" W (default imprint area)
ColorPrint back: 3/8"" H x 3/4"" W","Bulk Packed / 10 lbs. per case of 200
Run Charge: Level 3
Memory cards not included.",Bulk Packed,Bulk Packed / 10 lbs. per case of 200,Memory cards not included.,, Level 3,100,300,500,750,1000,3.67 ,3.62 ,3.58 ,3.53 ,3.49 
SM-3273,Inline,The Clipper,Plastic,,Magnetic memo clip holder.,Plastic. Magnetic memo clip holder.,"Black, Blue, Green, Orange, Purple, Red, Translucent Blue, Translucent Green, Translucent Orange, Translucent Purple, Translucent Red, Translucent Smoke or White w/ Black Trim","1.5"" H x 1.312"" W x 3.125"" L","ColorPrint: 5/8"" H x 1-1/2"" W","Individually polybagged / 20 lbs. per case of 300
Run Charge: Level 3",Individually polybagged,Individually polybagged / 20 lbs. per case of 300,,, Level 3,325,775,1250,1875,2500,1.41 ,1.28 ,1.15 ,1.02 ,0.89 
SM-3275,Inline,Memo Stack with Sticky Flags,Paper,,Hard cover notepad with sticky flags. Includes 100 blank white notepad pages and 5 assorted-color sticky flags (25 pages per color). Recyclable. Non-refillable.,Paper. Hard cover notepad with sticky flags. Includes 100 blank white notepad pages and 5 assorted-color sticky flags (25 pages per color). Recyclable. Non-refillable.,"Black, Blue, Tan or White","3.125"" H x 3.333"" W","ColorPrint: 2"" H x 2-1/2"" W (1 color only)","Bulk Packed / 28 lbs. per case of 90
Run Charge: Level 1",Bulk Packed,Bulk Packed / 28 lbs. per case of 90,,, Level 1,200,475,750,1125,1500,2.19 ,2.02 ,1.84 ,1.67 ,1.49 
SM-3277,Inline,The Clipster,Plastic,,Multi-function magnetic memo clip holder. Front of clip has a spring to hold additional memos or business cards.  Inside top of clip has a pen slot/holder.,Plastic. Multi-function magnetic memo clip holder. Front of clip has a spring to hold additional memos or business cards.  Inside top of clip has a pen slot/holder.,"Translucent Black, Translucent Blue, Translucent Green or Translucent Red","1.875"" H x 1.5"" W x 3.062"" L","ColorPrint: 1"" H x 7/8"" W (1 color only)
ColorBLAST: 1"" H x 7/8"" W (multi-color)","Bulk Packed / 20 lbs. per case of 200
Run Charge: Level 1
Pen not included.",Bulk Packed,Bulk Packed / 20 lbs. per case of 200,Pen not included.,, Level 1,300,775,1250,1875,2500,1.71 ,1.53 ,1.35 ,1.17 ,0.99 
SM-3278,Inline,The Desk Pal,Plastic,,Computer multi-tool.  Includes screen sweep brush with cap and retractable keyboard brush on the opposite end.,Plastic. Computer multi-tool.  Includes screen sweep brush with cap and retractable keyboard brush on the opposite end.,"White w/ Black Trim, White w/ Blue Trim, White w/ Clear Trim, White w/ Green Trim, White w/ Red Trim or White w/ Yellow Trim",".375"" H x 1.75"" W x 2.375"" L","ColorPrint: 1-1/2"" H x 1"" W (1 color only)
ColorBLAST: 1-1/2"" H x 1"" W (multi-color)","Bulk Packed / 27 lbs. per case of 600
Run Charge: Level 1",Bulk Packed,Bulk Packed / 27 lbs. per case of 600,,, Level 1,350,800,1250,1875,2500,1.46 ,1.34 ,1.23 ,1.11 ,0.99 
SM-3283,Inline,Auto Charger,Plastic,,Auto plug adapter.  Plug into accessory power outlet to charge personal devices.  Red LED indicator light.  Compatible with smartphones and devices that provide USB cable for charging (excluding iPad® and tablet devices).  Input: 12-24 Volts. Output: 500mA/1 Amp.  USB cable not included.,Plastic. Auto plug adapter.  Plug into accessory power outlet to charge personal devices.  Red LED indicator light.  Compatible with smartphones and devices that provide USB cable for charging (excluding iPad® and tablet devices).  Input: 12-24 Volts. Output: 500mA/1 Amp.  USB cable not included.,White,"3.688"" H x 1.312"" W x 1.062"" L","ColorPrint per side: 5/8"" H x 7/8"" W","Bulk Packed / 16 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 16 lbs. per case of 200,,, Level 3,100,300,500,750,1000,4.39 ,4.16 ,3.94 ,3.71 ,3.49 
SM-3288,Inline,Facilitator Wireless Laser Pointer,Rubber coated metal. Plastic base,,"Presentation device includes laser pointer with remote control and scroll up/down buttons. Transmission distance up to 50 feet. Receiver has 30"" extension cord. Plug and play technology. Deluxe gift box contains base for USB port and laser pointer.","Rubber coated metal. Plastic base. Presentation device includes laser pointer with remote control and scroll up/down buttons. Transmission distance up to 50 feet. Receiver has 30"" extension cord. Plug and play technology. Deluxe gift box contains base for USB port and laser pointer.",Silver/Black,"6.25"" H x 3.312"" W x 1.5"" L","ColorPrint on base/receiver only: 1/2"" H x 1/2"" W
Laser Engraved on laser pointer only per side: 1/4"" H x 1-3/4"" W (engraves silver)","Deluxe gift box / 27 lbs. per case of 50
Run Charge: Level 3",Deluxe gift box,Deluxe gift box / 27 lbs. per case of 50,,, Level 3,20,125,250,375,500,20.18 ,20.13 ,20.09 ,20.04 ,19.99 
SM-3302,Inline,Rover Mobile Holder and Car Charger,Plastic,,Go hands-free with this mobile phone holder with suction stand and dual car charger.   Plug into accessory power outlet to charge personal devices.  Compatible with smartphones and any device that provides USB cable for charging including iPad® and tablet devices.  Two USB Ports (1 Amp & 2.1 Amp Output/5V). Input: 12-24 Volts.  USB cable not included.,Plastic. Go hands-free with this mobile phone holder with suction stand and dual car charger.   Plug into accessory power outlet to charge personal devices.  Compatible with smartphones and any device that provides USB cable for charging including iPad® and tablet devices.  Two USB Ports (1 Amp & 2.1 Amp Output/5V). Input: 12-24 Volts.  USB cable not included.,White w/ Black Trim,"4.25"" H x 1.25"" W x 1.125"" L","Colorprint per side (1/2"" Dia. 1 color only)","
Run Charge: Level 3
Media device not included.",Individually gift boxed,,Media device not included.,, Level 3,100,300,500,750,1000,6.31 ,5.98 ,5.65 ,5.32 ,4.99 
SM-3303,Inline,Mini Auto Charger,ABS Plastic,,"Auto plug adapter. Plug into accessory power outlet to charge personal devices. White LED indicator light. Compatible with smartphones and any device that provides USB cable for charging (excluding iPad® and tablet devices). Input: 12-24 Volts. Output: 5V/1 Amp.  USB cable not included.  US Patent #D695,225S","ABS Plastic. Auto plug adapter. Plug into accessory power outlet to charge personal devices. White LED indicator light. Compatible with smartphones and any device that provides USB cable for charging (excluding iPad® and tablet devices). Input: 12-24 Volts. Output: 5V/1 Amp.  USB cable not included.  US Patent #D695,225S","Black, Lime Green, Orange, Pink, Purple, Red, Royal Blue, Silver, White or Yellow","2.25"" L x .875"" D","ColorPrint per side: 3/8"" H x 7/8"" W (1 color only)","Bulk Packed / 22 lbs. per case of 500
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 500,,, Level 3,200,475,750,1125,1500,2.26 ,2.07 ,1.88 ,1.68 ,1.49 
SM-3305,Inline,Dual Car Charger,Plastic,,Dual auto plug adapter. Plug into accessory power outlet to charge personal devices simultaneously. Compatible with smartphones and any device that provides USB cable for charging (including iPad® and tablet devices). Input: 12-24 Volts. Output: 5 Volts/2.1 Amps.  USB cable not included.,Plastic. Dual auto plug adapter. Plug into accessory power outlet to charge personal devices simultaneously. Compatible with smartphones and any device that provides USB cable for charging (including iPad® and tablet devices). Input: 12-24 Volts. Output: 5 Volts/2.1 Amps.  USB cable not included.,Black,"1.375"" H x 1.5"" W x 3.5"" L","ColorPrint per side: 3/8"" H x 1-1/8"" W (1 color only)","Individually polybagged / 19 lbs. per case of 200
Run Charge: Level 3",Individually polybagged,Individually polybagged / 19 lbs. per case of 200,,, Level 3,50,275,500,750,1000,10.68 ,9.88 ,9.08 ,8.29 ,7.49 
SM-3309,Inline,4-Port USB Hub,Plastic,,"4-port 2.0 USB hub. Compatible with any USB port. USB cord extends 2-1/2"".","Plastic. 4-port 2.0 USB hub. Compatible with any USB port. USB cord extends 2-1/2"".","Black, Silver or Transparent Blue",".438"" H x 1.5"" W x 3.562"" L","ColorPrint: 1/2"" H x 2-1/4"" W","Individually gift boxed / 20 lbs. per case of 200
Run Charge: Level 3",Individually gift boxed,Individually gift boxed / 20 lbs. per case of 200,,, Level 3,50,275,500,750,1000,6.82 ,6.56 ,6.30 ,6.05 ,5.79 
SM-3310,Inline,Solid Jersey Gel Mouse Pad / Wrist Rest,Polyester surface,,"Soft, gel padding.","Polyester surface. Soft, gel padding.","Black, Blue or Red","7.5"" W x 9"" L","ColorPrint: 3"" H x 5"" W","Bulk Packed / 26 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 26 lbs. per case of 50,,, Level 3,50,275,500,750,1000,7.27 ,6.95 ,6.63 ,6.31 ,5.99 
SM-3311,Inline,Maxx Clipboard,PVC,,Clip holds notepad or loose documents firmly in place. Interior document pocket. Includes refillable 30 ruled page notepad.,PVC. Clip holds notepad or loose documents firmly in place. Interior document pocket. Includes refillable 30 ruled page notepad.,"Black, Blue, Lime Green, Pink, Red or Silver","12.75"" H x 9"" W","ColorPrint: 7"" H x 7"" W (1 color only)","Bulk Packed / 22 lbs. per case of 30
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 30,,, Level 3,100,300,500,750,1000,5.94 ,5.45 ,4.96 ,4.48 ,3.99 
SM-3320,Inline,"1/8"" Rectangular Foam Mouse Pad",Polyurethane foam with polyester surface,,"1/8"" foam backing.  Computer mouse pad.","Polyurethane foam with polyester surface. 1/8"" foam backing.  Computer mouse pad.","Black, Blue or White",".125"" H x 9.125"" W x 7.125"" L","ColorPrint: 7"" H x 8-3/4"" W (1 color only)
Heat Transferred: 7-1/2"" H x 9-1/8"" W (white mouse pads only)","Bulk Packed / 15 lbs. per case of 200
Run Charge: Level 5
PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.",Bulk Packed,Bulk Packed / 15 lbs. per case of 200,PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,, Level 5,200,475,750,1125,1500,1.96 ,1.80 ,1.65 ,1.50 ,1.35 
SM-3321,Inline,Super Mini Optical Mouse,Plastic,,"Retractable USB cord extends 27"".","Plastic. Retractable USB cord extends 27"".","Black, Silver or White",".875"" H x 1.625"" W x 3"" L","ColorPrint: 3/4"" H x 3/4"" W","Individually gift boxed / 16 lbs. per case of 100
Run Charge: Level 3",Individually gift boxed,Individually gift boxed / 16 lbs. per case of 100,,, Level 3,50,275,500,750,1000,8.76 ,8.31 ,7.87 ,7.43 ,6.99 
SM-3322,Inline,"1/8"" Rectangular Rubber Mouse Pad",Natural rubber backing with polyester surface,,"1/8"" rubber backing.  Computer mouse pad.","Natural rubber backing with polyester surface. 1/8"" rubber backing.  Computer mouse pad.",Blue or White,".125"" H x 9.125"" W x 7.125"" L","ColorPrint: 7"" H x 8-3/4"" W (1 color only)
Heat Transferred: 7-1/2"" H x 9-1/8"" W (white mouse pads only)","Bulk Packed / 31 lbs. per case of 200
Run Charge: Level 5
PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.",Bulk Packed,Bulk Packed / 31 lbs. per case of 200,PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,, Level 5,150,450,750,1125,1500,2.36 ,2.22 ,2.08 ,1.93 ,1.79 
SM-3332,Inline,"1/4"" Rectangular Rubber Mouse Pad",Natural rubber backing with polyester surface,,"1/4"" rubber backing.  Computer mouse pad.","Natural rubber backing with polyester surface. 1/4"" rubber backing.  Computer mouse pad.",Blue or White,".25"" H x 9.125"" W x 7.25"" L","ColorPrint: 7"" H x 8-3/4"" W (1 color only)
Heat Transferred: 7-1/2"" H x 9-1/8"" W (white mouse pads only)","Bulk Packed / 30 lbs. per case of 100
Run Charge: Level 5
PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.",Bulk Packed,Bulk Packed / 30 lbs. per case of 100,PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,, Level 5,150,450,750,1125,1500,2.88 ,2.65 ,2.43 ,2.21 ,1.99 
SM-3345,Inline,Round Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,"Black, Blue, Green, Neon Green, Orange, Red, Silver, White or Yellow","2.75"" D","ColorPrint per side (1-3/4"" Dia.)","Bulk Packed / 38 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 38 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.30 ,1.17 ,1.05 ,0.92 ,0.79 
SM-3346,Inline,World Stress Reliever,Polyurethane,,"Squeezable foam with raised, pre-printed continents.","Polyurethane. Squeezable foam with raised, pre-printed continents.",Blue w/ Green Continents,"2.625"" D","ColorPrint: 1"" H x 1-1/2"" W (one side only)","Bulk Packed / 35 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 35 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.41 ,1.31 ,1.20 ,1.10 ,0.99 
SM-3347,Inline,Heart Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,Pink or Red,"2.5"" H x 2.75"" W","ColorPrint per side: 1-5/8"" H x 1-1/4"" W","Bulk Packed / 33 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 33 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.26 ,1.17 ,1.08 ,0.98 ,0.89 
SM-3351,Inline,Star Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,"Gold, Silver or Yellow","3"" D (point-to-point)","ColorPrint per side (1-1/4"" Dia.)","Bulk Packed / 13 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 13 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.24 ,1.15 ,1.05 ,0.95 ,0.85 
SM-3353,Inline,Golf Ball Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,White,"2.5"" D","ColorPrint per side: 1-1/2"" H x 1-1/2"" W","Bulk Packed / 27 lbs. per case of 260
Run Charge: Level 1",Bulk Packed,Bulk Packed / 27 lbs. per case of 260,,, Level 1,300,775,1250,1875,2500,1.27 ,1.17 ,1.08 ,0.98 ,0.89 
SM-3354,Inline,Light Bulb Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,Yellow,"4"" H x 2"" W","ColorPrint per side (1-1/2"" Dia.)","Bulk Packed / 37 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 37 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.41 ,1.30 ,1.20 ,1.09 ,0.99 
SM-3355,Inline,Beach Ball Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,Multi-Color,"2.5"" D","ColorPrint per side: 3/4"" H x 1-1/2"" W (white panel only)","Bulk Packed / 33 lbs. per case of 260
Run Charge: Level 1",Bulk Packed,Bulk Packed / 33 lbs. per case of 260,,, Level 1,300,775,1250,1875,2500,1.46 ,1.34 ,1.22 ,1.11 ,0.99 
SM-3356,Inline,Apple Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,Red,"2.5"" H x 2.75"" W","ColorPrint per side: 1-1/4"" H x 1-3/4"" W","Bulk Packed / 38 lbs. per case of 250
Run Charge: Level 1",Bulk Packed,Bulk Packed / 38 lbs. per case of 250,,, Level 1,300,775,1250,1875,2500,1.51 ,1.38 ,1.25 ,1.12 ,0.99 
SM-3357,Inline,World-In-Color Stress Reliever,Polyurethane,,"Squeezable foam with raised, multi-color pre-printed continents.","Polyurethane. Squeezable foam with raised, multi-color pre-printed continents.",Blue w/ Multi-Color Continents,"2.625"" D","ColorPrint: 1"" H x 1-1/2"" W (one side only)","Bulk Packed / 38 lbs. per case of 260
Run Charge: Level 1",Bulk Packed,Bulk Packed / 38 lbs. per case of 260,,, Level 1,300,775,1250,1875,2500,1.42 ,1.31 ,1.21 ,1.10 ,0.99 
SM-3368,Inline,Flexible USB Hub,Plastic,,"4-port 2.0 USB hub. 30"" cord. Foldable design. Plug and play technology.","Plastic. 4-port 2.0 USB hub. 30"" cord. Foldable design. Plug and play technology.",White,".812"" H x 3.812"" W x 3.812"" L (flat)","ColorPrint: 1"" H x 1"" W","Individually gift boxed / 17 lbs. per case of 100
Run Charge: Level 3",Individually gift boxed,Individually gift boxed / 17 lbs. per case of 100,,, Level 3,50,275,500,750,1000,9.01 ,8.26 ,7.50 ,6.75 ,5.99 
SM-3371,Inline,Freedom Wireless Optical Mouse,Plastic,,Uses radio frequency wireless technology.  Automatic power-saving sleep function prolongs battery life.  Hidden compartment for storing USB connector.  Plug and play technology.,Plastic. Uses radio frequency wireless technology.  Automatic power-saving sleep function prolongs battery life.  Hidden compartment for storing USB connector.  Plug and play technology.,Silver or Silver w/ Black Trim,"1.188"" H x 2"" W x 3.312"" L","ColorPrint: 1/2"" H x 7/8"" W","Individually gift boxed / 23 lbs. per case of 100
Run Charge: Level 3
See General Information page for battery insertion charges.",Individually gift boxed,Individually gift boxed / 23 lbs. per case of 100,See General Information page for battery insertion charges.,AAA batteries included and not inserted, Level 3,25,125,250,375,500,16.49 ,14.86 ,13.24 ,11.61 ,9.99 
SM-3376,Inline,Construction Hat Stress Reliever,Polyurethane,,Squeezable foam.,Polyurethane. Squeezable foam.,Orange or Yellow,"1.75"" H x 2.812"" W x 3.25"" L","ColorPrint per side: 1"" H x 1-1/2"" W","Bulk Packed / 15 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 15 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.40 ,1.29 ,1.19 ,1.08 ,0.97 
SM-3379,Inline,Smile Stress Reliever,Polyurethane,,Squeezable foam with smiley face pre-printed on one side.,Polyurethane. Squeezable foam with smiley face pre-printed on one side.,Yellow,"2.5"" D","ColorPrint: 7/8"" H x 1-1/2"" W (one side only)","Bulk Packed / 14 lbs. per case of 200
Run Charge: Level 1",Bulk Packed,Bulk Packed / 14 lbs. per case of 200,,, Level 1,300,775,1250,1875,2500,1.32 ,1.21 ,1.11 ,1.00 ,0.89 
