Item #,Category,Name,Color,Description,Length,Height,Width,Diameter,Fabric/Material,Code,Min Qty,US Min Price,CDN Min Price,2nd Qty,US 2nd Price,CDN 2nd Price,3rd Qty,US 3rd Price,CDN 3rd Price,EQP Qty,US EQP Price,CDN EQP Price,Price Valid Through,Print,Embroider,Deboss/Emboss,Logomagic,Patch,Gemphoto/Heat Transfers,Laser Engrave,Personalization,Weight Per Carton Lbs,Quantity Per Box,Carton Dimensions
1183,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,Royal Blue,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,210D Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1184,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,Apple Green,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,210D Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1186,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,Tangerine Orange,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,210D Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1187,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,Peony Pink/Deep Pink,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,210D Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1188,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,Plum/Silver,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,210D Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1189,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,Turquoise/Silver,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,210D Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1193,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,White/Black,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,1200d polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
1194,"Women's, Totes, Kid-friendly, Living Green, Essential Styles",Latitudes Foldaway Shopper,White/Red,"^Pack it in with this fun, unique tote that's perfect for the grocery store or farmers market^Tote folds into a carrying pouch with drawstring ^18"" shoulder straps^PVC free^When folded, pouch dimensions approx. 5""H x 3.5"" dia.^This product is kid-friendly/CPSIA compliant^Back panel of each bag matches primary bag color",16,15,0,0,1200d polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front panel upper center 8.5W 7H Back panel upper center 8.5W 7H Front lower right panel center 2.5W .75H Front panel center 7W 6H,"Front panel center 5.5"" dia.",,,,Front panel upper center 8W 7H Back panel upper center 8W 7H,,,29,225,23 x 17 x 13
120,"Totes, Women's, Kid-friendly, Living Green",All Purpose Tote,Natural,"^Roomy shopping bag style in strong cotton canvas^22"" Handles^Double reinforced open top and bound inner seams^Large imprint area^Product size and color may vary slightly^This product is kid-friendly/CPSIA compliant",11,15,5,0,9 oz cotton canvas,PQ2R,100,6.48,8.98,300,5.48,7.75,600,4.98,6.98,1000,4.68,6.48,12/31/2015 0:00:00,(1) Front center 9W 10H (2) Back center 9W 10H,"Front center 5.5"" dia. Back center 5.5"" dia.",,,,,,,38,100,19 x 15 x 16
121,"Totes, Women's, Kid-friendly, Living Green",All Purpose Tote,Navy,"^Roomy shopping bag style in strong cotton canvas^22"" Handles^Double reinforced open top and bound inner seams^Large imprint area^Product size and color may vary slightly^This product is kid-friendly/CPSIA compliant",11,15,5,0,9 oz cotton canvas,PQ2R,100,6.98,9.48,300,5.98,8.25,600,5.25,7.25,1000,4.98,6.75,12/31/2015 0:00:00,(1) Front center 9W 10H (2) Back center 9W 10H,"Front center 5.5"" dia. Back center 5.5"" dia.",,,,,,,38,100,19 x 15 x 16
1211,"Totes, New Products, Essential Styles",Seaside Zippered Cotton Tote,Black,"^Sturdy cotton canvas boat tote^Front slash pocket^Large main compartment with zippered closure^Interior zippered pocket for storing accessories^Reinforced webbed handles for durability^Antique brass rivets provide added appeal^23"" shoulder straps",21,16.5,9,0,16 oz cotton,PQ2R,25,27.75,37.75,50,23.75,32.48,100,20.75,28.48,300,19.98,27.48,12/31/2015 0:00:00,Front pocket center 5W 4.5H Front pocket upper center 5W 2H,Front pocket center 3W 2.5H Front pocket upper center 3W 1.5H,,,,Front pocket center 4.5W 4.5H Back panel center 5W 4.5H,,,40,20,23 x 17 x 13
1212,"Totes, New Products, Essential Styles",Seaside Zippered Cotton Tote,Navy Blue,"^Sturdy cotton canvas boat tote^Front slash pocket^Large main compartment with zippered closure^Interior zippered pocket for storing accessories^Reinforced webbed handles for durability^Antique brass rivets provide added appeal^23"" shoulder straps",21,16.5,9,0,16 oz cotton,PQ2R,25,27.75,37.75,50,23.75,32.48,100,20.75,28.48,300,19.98,27.48,12/31/2015 0:00:00,Front pocket center 5W 4.5H Front pocket upper center 5W 2H,Front pocket center 3W 2.5H Front pocket upper center 3W 1.5H,,,,Front pocket center 4.5W 4.5H Back panel center 5W 4.5H,,,40,20,23 x 17 x 13
1213,"Totes, New Products, Essential Styles",Seaside Zippered Cotton Tote,Loden Green,"^Sturdy cotton canvas boat tote^Front slash pocket^Large main compartment with zippered closure^Interior zippered pocket for storing accessories^Reinforced webbed handles for durability^Antique brass rivets provide added appeal^23"" shoulder straps",21,16.5,9,0,16 oz cotton,PQ2R,25,27.75,37.75,50,23.75,32.48,100,20.75,28.48,300,19.98,27.48,12/31/2015 0:00:00,Front pocket center 5W 4.5H Front pocket upper center 5W 2H,Front pocket center 3W 2.5H Front pocket upper center 3W 1.5H,,,,Front pocket center 4.5W 4.5H Back panel center 5W 4.5H,,,40,20,23 x 17 x 13
1214,"Totes, New Products, Essential Styles",Seaside Zippered Cotton Tote,Navy Blue Striped,"^Sturdy cotton canvas boat tote^Front slash pocket^Large main compartment with zippered closure^Interior zippered pocket for storing accessories^Reinforced webbed handles for durability^Antique brass rivets provide added appeal^23"" shoulder straps",21,16.5,9,0,16 oz cotton,PQ2R,25,29.25,39.48,50,24.98,33.75,100,21.75,29.75,300,20.98,28.75,12/31/2015 0:00:00,Front pocket center 5W 4.5H Front pocket upper center 5W 2H,Front pocket center 3W 2.5H Front pocket upper center 3W 1.5H,,,,Front pocket center 4.5W 4.5H Back panel center 5W 4.5H,,,40,20,23 x 17 x 13
1225,Totes,Convention Tote,Black,"^Lightweight mesh pockets add style and function^Zip top closure^Large back pocket with Velcro closure^Mesh pockets for water bottles (bottle not included) and other easy to reach items^28"" webbed shoulder straps",17,13,7.5,0,300d polyester,PQ2R,50,8.25,11.25,100,7.25,9.75,300,6.25,8.48,1000,5.98,8.25,12/31/2015 0:00:00,Front pocket center 5W 4.5H Back pocket center 9W 6H,"(1) Front upper panel 3"" dia. Front pocket center 4.5"" dia.",,,,,,,41,75,19 x 15 x 16
1230,"Totes, Women's",Newport Cotton Zippered Tote,Black,"^Classic tote with contrast color bottom^Large main compartment with zippered closure (zipper tape matches bottom color)^Front slash pocket^26.5"" shoulder straps",21,15,7,0,14 oz Unbleached Cotton,PQ2R,25,16.75,23.98,50,14.25,20.75,100,12.48,18.25,300,11.98,17.48,12/31/2015 0:00:00,Front pocket center 6W 6H Back panel center 11W 6H Front upper center panel 6W 2H Add-a-patch center 2.5W 1.125H,Front pocket center 4.5 diameter Back panel center 4.5 diameter,Add-a-patch center 2.5W 1.125H,,,,,,32,25,23 x 17 x 13
1231,"Totes, Women's",Newport Cotton Zippered Tote,Navy Blue,"^Classic tote with contrast color bottom^Large main compartment with zippered closure (zipper tape matches bottom color)^Front slash pocket^26.5"" shoulder straps",21,15,7,0,14 oz Unbleached Cotton,PQ2R,25,16.75,23.98,50,14.25,20.75,100,12.48,18.25,300,11.98,17.48,12/31/2015 0:00:00,Front pocket center 6W 6H Back panel center 11W 6H Front upper center panel 6W 2H Add-a-patch center 2.5W 1.125H,Front pocket center 4.5 diameter Back panel center 4.5 diameter,Add-a-patch center 2.5W 1.125H,,,,,,32,25,23 x 17 x 13
1232,"Totes, Women's",Newport Cotton Zippered Tote,Burgundy,"^Classic tote with contrast color bottom^Large main compartment with zippered closure (zipper tape matches bottom color)^Front slash pocket^26.5"" shoulder straps",21,15,7,0,14 oz Unbleached Cotton,PQ2R,25,16.75,23.98,50,14.25,20.75,100,12.48,18.25,300,11.98,17.48,12/31/2015 0:00:00,Front pocket center 6W 6H Back panel center 11W 6H Front upper center panel 6W 2H Add-a-patch center 2.5W 1.125H,Front pocket center 4.5 diameter Back panel center 4.5 diameter,Add-a-patch center 2.5W 1.125H,,,,,,32,25,23 x 17 x 13
1233,"Totes, Living Green",Zippered Tote,Natural,"^Great overall tote - perfect for conventions^Zippered gusset top keeps valuables safe inside^30"" over-the-shoulder straps",18,13,5,0,12 oz cotton,PQ2R,50,9.75,13.75,100,8.25,11.75,300,7.25,10.25,1000,6.98,9.98,12/31/2015 0:00:00,Front panel center 12W 8H Back panel center 12W 8H,"Front panel center 5.5"" dia. Back panel center 5.5"" dia.",,,,Front panel center 10W 7H Back panel center 10W 7H,,,23,40,19 x 15 x 16
1241,"Totes, Women's, Living Green, Essential Styles",Large Striped Canvas Tote,Navy,"^Classic yet functional striped cotton canvas tote^Zippered gusset top and open front pocket^Reinforced stitching for extra strength^Strong canvas handles^28"" shoulder straps",25,13,7,0,12 oz cotton,PQ2R,25,18.75,26.48,50,15.98,22.75,100,13.98,19.98,300,13.48,19.25,12/31/2015 0:00:00,Front pocket upper center 4.5W 5.5H (2) Back pocket center 4.5W 5.5H,"Front pocket upper center 3"" dia. Back pocket upper center 3"" dia.",,,,,,,31,30,23 x 17 x 13
1245,Totes,Expo Tote,Black,"^Top color-blocked stripe adds interest to this everyday tote^28"" Shoulder straps for easy over the shoulder carrying^Back panel of each bag is black",18,12,5,0,600D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,(1) Front panel center 10W 5H (2) Back panel center 10W 5H,"(1) Front panel center 5.5"" dia. Back panel center 5.5"" dia.",,,ID window back panel upper center,,,,41,100,19 x 15 x 16
1246,Totes,Expo Tote,Royal/Black,"^Top color-blocked stripe adds interest to this everyday tote^28"" Shoulder straps for easy over the shoulder carrying^Back panel of each bag is black",18,12,5,0,600D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,(1) Front panel center 10W 5H (2) Back panel center 10W 5H,"(1) Front panel center 5.5"" dia. Back panel center 5.5"" dia.",,,ID window back panel upper center,,,,41,100,19 x 15 x 16
1248,Totes,Expo Tote,Yellow/Black,"^Top color-blocked stripe adds interest to this everyday tote^28"" Shoulder straps for easy over the shoulder carrying^Back panel of each bag is black",18,12,5,0,600D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,(1) Front panel center 10W 5H (2) Back panel center 10W 5H,"(1) Front panel center 5.5"" dia. Back panel center 5.5"" dia.",,,ID window back panel upper center,,,,41,100,19 x 15 x 16
1249,Totes,Expo Tote,Green Apple,"^Top color-blocked stripe adds interest to this everyday tote^28"" Shoulder straps for easy over the shoulder carrying^Back panel of each bag is black",18,12,5,0,600D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,(1) Front panel center 10W 5H (2) Back panel center 10W 5H,"(1) Front panel center 5.5"" dia. Back panel center 5.5"" dia.",,,ID window back panel upper center,,,,41,100,19 x 15 x 16
1256,"Totes, Kid-friendly, Living Green, Team",Admiral's Boat Bag,Navy,"^Oversized main compartment with snap closure^Contrast bottom and handles in classic colors^Open front pocket for easy access^22"" double stitched handles^This product is kid-friendly/CPSIA compliant",22,16,9.5,0,14 oz cotton,PQ2R,25,15.25,22.25,50,12.98,19.25,100,11.48,16.98,300,10.98,16.48,12/31/2015 0:00:00,Front pocket center 5W 6H Back panel center 5W 7H Front top center panel 5W 1.5H,"Front pocket upper center 3"" dia. Front top panel center 2.5W x 2H Back panel center 5.5"" dia.",,,,,,,31,25,23 x 17 x 13
1257,"Totes, Kid-friendly, Living Green, Team",Admiral's Boat Bag,Black,"^Oversized main compartment with snap closure^Contrast bottom and handles in classic colors^Open front pocket for easy access^22"" double stitched handles^This product is kid-friendly/CPSIA compliant",22,16,9.5,0,14 oz cotton,PQ2R,25,15.25,22.25,50,12.98,19.25,100,11.48,16.98,300,10.98,16.48,12/31/2015 0:00:00,Front pocket center 5W 6H Back panel center 5W 7H Front top center panel 5W 1.5H,"Front pocket upper center 3"" dia. Front top panel center 2.5W x 2H Back panel center 5.5"" dia.",,,,,,,31,25,23 x 17 x 13
1258,"Totes, Kid-friendly, Living Green, Team",Admiral's Boat Bag,Royal,"^Oversized main compartment with snap closure^Contrast bottom and handles in classic colors^Open front pocket for easy access^22"" double stitched handles^This product is kid-friendly/CPSIA compliant",22,16,9.5,0,14 oz cotton,PQ2R,25,15.25,22.25,50,12.98,19.25,100,11.48,16.98,300,10.98,16.48,12/31/2015 0:00:00,Front pocket center 5W 6H Back panel center 5W 7H Front top center panel 5W 1.5H,"Front pocket upper center 3"" dia. Front top panel center 2.5W x 2H Back panel center 5.5"" dia.",,,,,,,31,25,23 x 17 x 13
1259,"Totes, Kid-friendly, Living Green, Team",Admiral's Boat Bag,Forest,"^Oversized main compartment with snap closure^Contrast bottom and handles in classic colors^Open front pocket for easy access^22"" double stitched handles^This product is kid-friendly/CPSIA compliant",22,16,9.5,0,14 oz cotton,PQ2R,25,15.25,22.25,50,12.98,19.25,100,11.48,16.98,300,10.98,16.48,12/31/2015 0:00:00,Front pocket center 5W 6H Back panel center 5W 7H Front top center panel 5W 1.5H,"Front pocket upper center 3"" dia. Front top panel center 2.5W x 2H Back panel center 5.5"" dia.",,,,,,,31,25,23 x 17 x 13
126,"Totes, Women's, Kid-friendly, Living Green",All Purpose Tote,Black,"^Roomy shopping bag style in strong cotton canvas^22"" Handles^Double reinforced open top and bound inner seams^Large imprint area^Product size and color may vary slightly^This product is kid-friendly/CPSIA compliant",11,15,5,0,9 oz cotton canvas,PQ2R,100,6.98,9.48,300,5.98,8.25,600,5.25,7.25,1000,4.98,6.75,12/31/2015 0:00:00,(1) Front center 9W 10H (2) Back center 9W 10H,"Front center 5.5"" dia. Back center 5.5"" dia.",,,,,,,38,100,19 x 15 x 16
