ItemNo,,ItemName,Material,CatalogDescription,ColorHeading,ColorList,Category,SubCategory,CatalogSize,PackagingDetails,CatalogWeight,Disclaimers,Standard Master Carton Width,Standard Master Carton Length,Standard Master Carton Depth,Standard Master Carton Quantity,Standard Master Carton Actual Weight,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5,PriceHeadingType,PriceHeadingUS,Icon_Brand_Name,Photo_Feature,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,BrandImageName,GroupSubName,GroupName,CategoryShopping,SubCategoryShopping
1031-91,INLINE,Happy Nest Vacuum Wine Cap,ABS Plastic,Button on top of bottle cap creates vacuum seal to keep liquids fresh. Internal silicone piece conforms to shape and size of mouth of bottle to create seal. FDA compliant.,Colors:,"Black, Blue, Lime or Red",Housewares,Wine & Cheese Collection (Housewares),"2.75"" H x .75"" D",1-piece white gift box,,,20.86614,10.23622,13.77953,200,29.7,144,250,400,600,1000,3.67,3.52,3.37,3.22,2.98,5R,US$,,1031-91BK_D-1.eps,,,HousewaresBlankets_L.eps,"Colors: Black, Blue, Lime or Red",,,,,,,,,,,,Button on top of bottle cap creates vacuum seal to keep liquids fresh. Internal silicone piece conforms to shape and size of mouth of bottle to create seal. FDA compliant. 1-piece white gift box,,,Happy Nest Vacuum Wine Cap,Happy Nest Vacuum Wine Cap,"Drinkware, Home & Travel",Housewares & Blankets
1031-92,INLINE,Happy Nest Mini Bottle Opener,ABS Plastic,Bottle shaped opener features hinged corkscrew for uncorking wine bottles and bottle opener for removal of pry-off bottle caps. Magnet integrated into back of opener.,Colors:,"Black, Blue, Lime or Red",Housewares,Wine & Cheese Collection (Housewares),"4.5"" H x .93"" D",1-piece white gift box,,,13.38583,12.59843,10.23622,200,27.5,144,250,400,600,1000,3.67,3.52,3.37,3.22,2.98,5R,US$,,1031-92LM_D-1.eps,,,HousewaresBlankets_L.eps,"Colors: Black, Blue, Lime or Red",,,,,,,,,,,,Bottle shaped opener features hinged corkscrew for uncorking wine bottles and bottle opener for removal of pry-off bottle caps. Magnet integrated into back of opener. 1-piece white gift box,,,Happy Nest Mini Bottle Opener,Happy Nest Mini Bottle Opener,"Drinkware, Home & Travel",Housewares & Blankets
1031-94,INLINE,Happy Nest Color Dip Wine Tote,600d PolyCanvas,"Part of the Split Decision Trend Collection and exclusive Leed’s Design. Right on trend, this tote is dipped in bright and fresh colors. Holds one 750ml or 1.5 liter wine or beverage bottle.",Colors:,"Black, Blue, Lime or Red",Housewares,Wine & Cheese Collection (Housewares),"15.5"" H x 4"" W x 4"" L",Bulk,,,15.74803,13.38583,14.17323,100,24.2,96,150,300,450,600,6.13,5.88,5.63,5.38,4.98,5R,US$,,1031-94BL_D-1.eps,,,HousewaresBlankets_L.eps,"Colors: Black, Blue, Lime or Red",,,,,,,,,,,,"Part of the Split Decision Trend Collection and exclusive Leed’s Design. Right on trend, this tote is dipped in bright and fresh colors. Holds one 750ml or 1.5 liter wine or beverage bottle. Bulk",,,Happy Nest Color Dip Wine Tote,Happy Nest Color Dip Wine Tote,"Drinkware, Home & Travel",Housewares & Blankets
1031-95,INLINE,Game Day Magnetic Bottle Opener,ABS Plastic,Bottle cap shaped opener offers two options for removing either twist-off or pry-off caps. Integrated magnets make this opener ideal for easy access by adhering to the refrigerator or the side of a vehicle during a tailgate.,Colors:,"Black, Green, Orange, Red or Royal",Housewares,Tabletop & Serving (Housewares),".5"" H x 3.1"" D",Bulk,,,15.35433,7.08661,14.96063,200,24.86,144,250,400,600,1000,3.18,3.05,2.92,2.78,2.58,5R,US$,,1031-95BK_D-2.eps,Yes,New,HousewaresBlankets_R.eps,"Colors: Black, Green, Orange, Red or Royal",,,,,,,,,,,,Bottle cap shaped opener offers two options for removing either twist-off or pry-off caps. Integrated magnets make this opener ideal for easy access by adhering to the refrigerator or the side of a vehicle during a tailgate. Bulk,,,Game Day Magnetic Bottle Opener,Game Day Magnetic Bottle Opener,"Drinkware, Home & Travel",Housewares & Blankets
1031-98,INLINE,Corkcicle® Wine Chiller,Rubber,"Perfect wine every time. The Corkcicle® keeps wine temperature controlled and also serves as a bottle stopper. Simply freeze the Corkcicle® prior to use to maintain temperature for chilled whites and even bring those heavier room temperature reds down to more suitable drinking temperatures. Zinc-alloy bottle topper keeps logo on display, BPA Free plastic encases freezer gel. All FDA compliant.",Colors:,Black or Natural,Housewares,Wine & Cheese Collection (Housewares),"13"" H x 1.3"" W x .7"" L",1-piece premium gift box,,,31.5,17,17,100,72.8464,18,75,125,200,300,34.42,33.02,31.62,30.22,27.98,5R,US$,,1031-98NT_P-1.eps,Yes,New,HousewaresBlankets_R.eps,Colors: Black or Natural,,,,,,,,,,,,"Perfect wine every time. The Corkcicle® keeps wine temperature controlled and also serves as a bottle stopper. Simply freeze the Corkcicle® prior to use to maintain temperature for chilled whites and even bring those heavier room temperature reds down to more suitable drinking temperatures. Zinc-alloy bottle topper keeps logo on display, BPA Free plastic encases freezer gel. All FDA compliant. 1-piece premium gift box",,,Corkcicle® Wine Chiller,Corkcicle® Wine Chiller,"Drinkware, Home & Travel",Housewares & Blankets
10/1/1035,INLINE,Balmain® Eternity Ballpoint,Brass,Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge. This item was previously called the Concorde.,Color:,Silver,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .55"" D",2-piece premium gift box,,,14.16,11.81,6.29,320,29.76,48,150,300,450,600,9.2,8.83,8.45,8.08,7.48,5R,US$,Balmain.eps,1035-10SL_D-1.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge. This item was previously called the Concorde. 2-piece premium gift box,,Balmain.eps,Balmain® Eternity Ballpoint,Balmain® Eternity Ballpoint,Office,Pens
11/1/1035,INLINE,Balmain® Eternity Roller Ball,Brass,Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge. This item was previously called the Concorde.,Color:,Silver,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .55"" D",2-piece premium gift box,,,14.17,11.81,6.29,320,29.76,48,150,300,450,600,10.43,10.02,9.58,9.17,8.48,5R,US$,Balmain.eps,1035-11SL_D.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge. This item was previously called the Concorde. 2-piece premium gift box,,Balmain.eps,Balmain® Eternity Roller Ball,Balmain® Eternity Roller Ball,Office,Pens
12/1/1035,INLINE,Balmain® Eternity Pen Set,Brass,Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pens include premium black ink cartridges. This item was previously called the Concorde.,Color:,Silver,Metal Pens,Pen Sets (Metal Pens),"6.5"" H x 2"" W x 1"" L",2-piece premium gift box,,,0,0.55118,5.5,0,0,24,100,150,250,400,18.43,17.68,16.93,16.18,14.98,5R,US$,Balmain.eps,1035-12SL_D-3.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pens include premium black ink cartridges. This item was previously called the Concorde. 2-piece premium gift box,,Balmain.eps,Balmain® Eternity Pen Set,Balmain® Eternity Pen Set,Office,Pens
1035-69,INLINE,Cutter & Buck® American Classic Leather Roller Ball,Brass,Exclusive Cutter & Buck® design. Genuine top grain leather wraps bottom barrel. Includes premium black roller ball ink cartridge.,Color:,Mahogany,Metal Pens,Branded Pens (Metal Pens),"5.44"" H x .7"" D",2-piece premium gift box,,,13.58,7.08,11.22,250,27.33,24,100,150,250,400,13.52,12.97,12.42,11.87,10.98,5R,US$,Cutter & Buck.eps,1035-69CC_D.eps,,,Pens_L.eps,Color: Mahogany,,,,,,,,,,,,Exclusive Cutter & Buck® design. Genuine top grain leather wraps bottom barrel. Includes premium black roller ball ink cartridge. 2-piece premium gift box,,CutterBuck.eps,Cutter & Buck® American Classic Leather Roller Ball,Cutter & Buck® American Classic Leather Roller Ball,Office,Pens
1035-81,INLINE,Bristol Ballpoint,Brass,It's a beautiful thing when classic meets corporate. Matte silver or high gloss black barrels complemented by shiny chrome accents. Premium black ink cartridge completes the writing experience. Please note PhotoGraphixx is only available on the silver finish.,Colors:,Black or Silver,Metal Pens,Ballpoint Pens (Metal Pens),"5.55"" H x .61"" D",Velvet pouch,,Please note PhotoGrafixx is only available on the silver finish.,12.59843,11.41732,7.48031,500,29.7,144,250,400,600,1000,3.82,3.65,3.5,3.35,3.1,5R,US$,,1035-81SL_D.eps,,,Pens_R.eps,Colors: Black or Silver,,,,,,,,,,,,It's a beautiful thing when classic meets corporate. Matte silver or high gloss black barrels complemented by shiny chrome accents. Premium black ink cartridge completes the writing experience. Please note PhotoGraphixx is only available on the silver finish. Velvet pouch,,,Bristol Ballpoint,Bristol Ballpoint,Office,Pens
1035-94,INLINE,Maestro Ballpoint,Stainless Steel,Satin silver enamel finish with smooth grip. Pen includes premium black ballpoint ink cartridge.,Color:,Silver,Metal Pens,Ballpoint Pens (Metal Pens),"5.43"" H x .64"" D",Velvet pouch,,,21.45,12.2,5.11,500,28.65,144,250,400,600,1000,2.95,2.83,2.72,2.6,2.4,5R,US$,,1035-94SL_D-1.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,Satin silver enamel finish with smooth grip. Pen includes premium black ballpoint ink cartridge. Velvet pouch,,,Maestro Ballpoint,Maestro Ballpoint,Office,Pens
1/1/1040,INLINE,Wine Companion Gift Set,Stainless Steel,Includes wine opener and foil cutter. Ergonomically designed handles and lever allow for one-step wine opening.,Color:,Silver,Housewares,Wine & Cheese Collection (Housewares),"6.375"" H x 8.5"" W x 2.75"" L",1-piece black gift box,,,18.30709,13.97638,9.25197,12,25.3,24,100,150,250,400,30.73,29.48,28.23,26.98,24.98,5R,US$,,1040-01SL_D.eps,,,HousewaresBlankets_L.eps,Color: Silver,,,,,,,,,,,,Includes wine opener and foil cutter. Ergonomically designed handles and lever allow for one-step wine opening. 1-piece black gift box,,,Wine Companion Gift Set,Wine Companion Gift Set,"Drinkware, Home & Travel",Housewares & Blankets
3/1/1055,INLINE,Stratford Ballpoint,Brass,Exclusive Leed's design. Striking chocolate bottom barrel with matching band accents paired with high gloss chrome upper barrel and detailing. Pen includes premium black ballpoint ink cartridge.,Color:,Brown,Metal Pens,Ballpoint Pens (Metal Pens),"5.5"" H x .45"" D",Velvet pouch,,,12.51,12.99,5.7,500,31.96,96,150,300,450,600,6.13,5.88,5.63,5.38,4.98,5R,US$,,1055-03BR_D.eps,,,Pens_R.eps,Color: Brown,,,,,,,,,,,,Exclusive Leed's design. Striking chocolate bottom barrel with matching band accents paired with high gloss chrome upper barrel and detailing. Pen includes premium black ballpoint ink cartridge. Velvet pouch,,,Stratford Ballpoint,Stratford Ballpoint,Office,Pens
1055-16,INLINE,Tuscany Ballpoint,Brass,Exclusive Leed's design. Unique brass barrel cutouts reveal high shine chrome accents. Pen includes premium black ink cartridge.,Color:,Black,Metal Pens,Ballpoint Pens (Metal Pens),"5.4"" H x .42"" D",Velvet pouch,,,12.59,12.59,6.69,500,27.66,144,250,400,600,1000,3.82,3.65,3.5,3.35,3.1,5R,US$,,1055-16BK_D-1.eps,,,Pens_R.eps,Color: Black,,,,,,,,,,,,Exclusive Leed's design. Unique brass barrel cutouts reveal high shine chrome accents. Pen includes premium black ink cartridge. Velvet pouch,,,Tuscany Ballpoint,Tuscany Ballpoint,Office,Pens
1055-28,INLINE,Evolution Ballpoint,Cardboard,"Barrel made of recyclable cardboard, plastic color accents. Retractable click action mechanism, black ballpoint ink cartridge with tungsten carbide tip.",Color:,Brown,Plastic Pens,Value Pens And Highlighters (Plastic Pens),"5.46"" H x .57"" D",Bulk polybag,,,12.20472,6.29921,8.85827,500,7.7,350,500,1000,2500,5000,0.88,0.85,0.82,0.77,0.72,5R,US$,,1055-28BR_D.eps,,,Pens_L.eps,Color: Brown,,,,,,,,,,,,"Barrel made of recyclable cardboard, plastic color accents. Retractable click action mechanism, black ballpoint ink cartridge with tungsten carbide tip. Bulk polybag",,,Evolution Ballpoint,Evolution Ballpoint,Office,Pens
1055-32,INLINE,Geneva Ballpoint,Brass,Sophisticated silhouette features matte upper barrel with shiny chrome lower barrel and matching chrome accents. Pen includes premium black ink cartridge.,Color:,Black,Metal Pens,Ballpoint Pens (Metal Pens),"5.2"" H x .6"" D",Velvet pouch,,,13.38,13.38,6.29,500,23.14,144,250,400,600,1000,3.67,3.52,3.37,3.22,2.98,5R,US$,,1055-32BK_D.eps,,,Pens_L.eps,Color: Black,,,,,,,,,,,,Sophisticated silhouette features matte upper barrel with shiny chrome lower barrel and matching chrome accents. Pen includes premium black ink cartridge. Velvet pouch,,,Geneva Ballpoint,Geneva Ballpoint,Office,Pens
1055-33,INLINE,Geneva Roller Ball,Brass,Sophisticated silhouette features matte upper barrel with shiny chrome lower barrel and matching chrome accents. Pen includes premium black ink cartridge.,Color:,Black,Metal Pens,Roller Ball Pens (Metal Pens),"5.1"" H x .59"" D",Velvet pouch,,,13.38,13.38,6.29,500,24.25,96,150,300,450,600,4.73,4.55,4.35,4.15,3.85,5R,US$,,1055-33BK_D.eps,,,Pens_L.eps,Color: Black,,,,,,,,,,,,Sophisticated silhouette features matte upper barrel with shiny chrome lower barrel and matching chrome accents. Pen includes premium black ink cartridge. Velvet pouch,,,Geneva Roller Ball,Geneva Roller Ball,Office,Pens
1055-34,INLINE,Bristol Roller Ball,Brass,It's a beautiful thing when classic meets corporate. Matte silver or high gloss black barrels complemented by shiny chrome accents. Pen includes premium black ink cartridge.,Colors:,Black or Silver,Metal Pens,Roller Ball Pens (Metal Pens),"5.4"" H x .45"" D",Velvet pouch,,,13.38,13.38,6.29,500,34.17,96,150,300,450,600,4.62,4.43,4.23,4.05,3.75,5R,US$,,1055-34BK_D.eps,,,Pens_L.eps,Colors: Black or Silver,,,,,,,,,,,,It's a beautiful thing when classic meets corporate. Matte silver or high gloss black barrels complemented by shiny chrome accents. Pen includes premium black ink cartridge. Velvet pouch,,,Bristol Roller Ball,Bristol Roller Ball,Office,Pens
1055-55,INLINE,SoHo Pen Set,Brass,Spray rubber coat finish provides hours of comfort writing. Pens include premium black ink cartridges.,Color:,Black,Metal Pens,Pen Sets (Metal Pens),"6.5"" H x 3.2"" W x 1.3"" L",2-piece black gift box,,,0,0,0,200,25,48,150,300,450,600,13.02,12.48,11.97,11.43,10.58,5R,US$,,1055-55BK_D.eps,,,Pens_R.eps,Color: Black,,,,,,,,,,,,Spray rubber coat finish provides hours of comfort writing. Pens include premium black ink cartridges. 2-piece black gift box,,,SoHo Pen Set,SoHo Pen Set,Office,Pens
1055-57,INLINE,Cutter & Buck® Midlands Pen Set,Brass,Exclusive Cutter & Buck® design. Brushed nickel finish with barrel etched linear detailing and Cutter & Buck® insignia on pen clip. Pens include premium black ink cartridges.,Color:,Silver,Metal Pens,Pen Sets (Metal Pens),"6.5"" H x 2.25"" W x 1"" L",1-piece premium gift box,,,0,0,0,0,0,12,50,100,150,200,30.12,28.88,27.67,26.45,24.48,5R,US$,Cutter & Buck.eps,1055-57SL_D-5.eps,,,Pens_R.eps,Color: Silver,,,,,,,,,,,,Exclusive Cutter & Buck® design. Brushed nickel finish with barrel etched linear detailing and Cutter & Buck® insignia on pen clip. Pens include premium black ink cartridges. 1-piece premium gift box,,CutterBuck.eps,Cutter & Buck® Midlands Pen Set,Cutter & Buck® Midlands Pen Set,Office,Pens
1055-63,INLINE,Anderson Ballpoint,Aluminum,Matte barrel finish with chrome clip. Pen includes premium blue ballpoint ink cartridge.,Colors:,Black or Blue,Metal Pens,Ballpoint Pens (Metal Pens),"5.37"" H x .45"" D",Velvet pouch,,,11.41,6.69,13.38,500,28.65,288,400,750,1000,1500,2.22,2.12,2.03,1.95,1.8,5R,US$,,1055-63BK_D.eps,,,Pens_R.eps,Colors: Black or Blue,,,,,,,,,,,,Matte barrel finish with chrome clip. Pen includes premium blue ballpoint ink cartridge. Velvet pouch,,,Anderson Ballpoint,Anderson Ballpoint,Office,Pens
1055-64,INLINE,Newport Ballpoint,Aluminum,High gloss upper barrel with rubberized grip. Pen includes premium black ballpoint ink cartridge.,Color:,Black,Metal Pens,Ballpoint Pens (Metal Pens),"5.5"" H x .5"" D",Velvet pouch,,,11.41,6.69,13.38,500,18.73,288,400,750,1000,1500,2.15,2.07,1.98,1.88,1.75,5R,US$,,1055-64BK_D.eps,,,Pens_R.eps,Color: Black,,,,,,,,,,,,High gloss upper barrel with rubberized grip. Pen includes premium black ballpoint ink cartridge. Velvet pouch,,,Newport Ballpoint,Newport Ballpoint,Office,Pens
1055-66,INLINE,Cutter & Buck® Parallel Roller Ball,Brass,"Exclusive Cutter & Buck® design. Ebony black resin barrel accented with shiny chrome rings and upper barrel, featuring Cutter & Buck® accents on clip and middle ring. Pen includes premium black ink cartridge.",Color:,Silver,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .65"" D",2-piece premium gift box,,,14.17,12.99,6.1,250,28.1,12,50,100,150,200,31.35,30.07,28.8,27.52,25.48,5R,US$,Cutter & Buck.eps,1055-66SL_D.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,"Exclusive Cutter & Buck® design. Ebony black resin barrel accented with shiny chrome rings and upper barrel, featuring Cutter & Buck® accents on clip and middle ring. Pen includes premium black ink cartridge. 2-piece premium gift box",,CutterBuck.eps,Cutter & Buck® Parallel Roller Ball,Cutter & Buck® Parallel Roller Ball,Office,Pens
